person_id,person_name,age,sex,filepath
12467,AnnaMassey,35,f,12467_AnnaMassey_35_f.jpg
14992,AnnJillian,43,f,14992_AnnJillian_43_f.jpg
8787,AnthonyPerkins,29,m,8787_AnthonyPerkins_29_m.jpg
1944,JamesBest,31,m,1944_JamesBest_31_m.jpg
1864,TomJones,71,m,1864_TomJones_71_m.jpg
614,Gorbachev,60,m,614_Gorbachev_60_m.jpg
13488,GladysCooper,15,f,13488_GladysCooper_15_f.jpg
11090,JodieFoster,20,f,11090_JodieFoster_20_f.jpg
7500,RichardBoone,34,m,7500_RichardBoone_34_m.jpg
8743,RichardAttenborough,74,m,8743_RichardAttenborough_74_m.jpg
7249,KrisKristofferson,41,m,7249_KrisKristofferson_41_m.jpg
11163,LizaMinelli,41,f,11163_LizaMinelli_41_f.jpg
15201,CydCharisse,72,f,15201_CydCharisse_72_f.jpg
855,mahatmagandhi,71,m,855_mahatmagandhi_71_m.jpg
3183,DerekJacobi,63,m,3183_DerekJacobi_63_m.jpg
14511,SusanHayward,31,f,14511_SusanHayward_31_f.jpg
14803,SilvanaMangano,36,f,14803_SilvanaMangano_36_f.jpg
15611,KateOMara,56,f,15611_KateOMara_56_f.jpg
10624,LindaEvans,49,f,10624_LindaEvans_49_f.jpg
5723,RoyRogers,83,m,5723_RoyRogers_83_m.jpg
7265,KrisKristofferson,70,m,7265_KrisKristofferson_70_m.jpg
5533,NicolasSarkozy,44,m,5533_NicolasSarkozy_44_m.jpg
12792,MargaretOBrien,21,f,12792_MargaretOBrien_21_f.jpg
13372,BetteDavis,70,f,13372_BetteDavis_70_f.jpg
10541,JoanCollins,48,f,10541_JoanCollins_48_f.jpg
7827,AnthonyQuayle,42,m,7827_AnthonyQuayle_42_m.jpg
8407,VictorMature,28,m,8407_VictorMature_28_m.jpg
13735,PatriciaNeal,46,f,13735_PatriciaNeal_46_f.jpg
10975,DonnaDouglas,33,f,10975_DonnaDouglas_33_f.jpg
11018,EllenBurstyn,77,f,11018_EllenBurstyn_77_f.jpg
11418,AnnetteBening,48,f,11418_AnnetteBening_48_f.jpg
16406,Ross,68,f,16406_Ross_68_f.jpg
7947,GilbertRoland,32,m,7947_GilbertRoland_32_m.jpg
4275,KevinCostner,47,m,4275_KevinCostner_47_m.jpg
4684,JohnTravolta,23,m,4684_JohnTravolta_23_m.jpg
2340,AbeVigoda,66,m,2340_AbeVigoda_66_m.jpg
3738,RogerAllam,53,m,3738_RogerAllam_53_m.jpg
3700,RingoStarr,43,m,3700_RingoStarr_43_m.jpg
10284,MarietteHartley,37,f,10284_MarietteHartley_37_f.jpg
15921,VeronicaLake,20,f,15921_VeronicaLake_20_f.jpg
7526,RichardBoone,63,m,7526_RichardBoone_63_m.jpg
12274,JoanneWoodward,70,f,12274_JoanneWoodward_70_f.jpg
12535,AlikiBoug,37,f,12535_AlikiBoug_37_f.jpg
1439,FriedrichNietzsche,54,m,1439_FriedrichNietzsche_54_m.jpg
3675,PhilHartman,44,m,3675_PhilHartman_44_m.jpg
6543,KlausKinski,59,m,6543_KlausKinski_59_m.jpg
101,PaulAnka,50,m,101_PaulAnka_50_m.jpg
8158,LorneGreene,64,m,8158_LorneGreene_64_m.jpg
587,QueenElizabet,80,f,587_QueenElizabet_80_f.jpg
15295,EdwigeFenech,21,f,15295_EdwigeFenech_21_f.jpg
9538,RicardoMontalb╨░n,31,m,9538_RicardoMontalb╨░n_31_m.jpg
1437,FriedrichNietzsche,21,m,1437_FriedrichNietzsche_21_m.jpg
3622,MikeConnors,73,m,3622_MikeConnors_73_m.jpg
2039,JohnJames,46,m,2039_JohnJames_46_m.jpg
13500,GladysCooper,42,f,13500_GladysCooper_42_f.jpg
4605,GordonThomson,67,m,4605_GordonThomson_67_m.jpg
7355,LouisJourdan,57,m,7355_LouisJourdan_57_m.jpg
1801,TomHulce,28,m,1801_TomHulce_28_m.jpg
10974,DonnaDouglas,31,f,10974_DonnaDouglas_31_f.jpg
5515,NicolasSarkozy,21,m,5515_NicolasSarkozy_21_m.jpg
16141,SamuelJacksonn,66,m,16141_SamuelJacksonn_66_m.jpg
3747,RogerAllam,62,m,3747_RogerAllam_62_m.jpg
4274,KevinCostner,45,m,4274_KevinCostner_45_m.jpg
7512,RichardBoone,44,m,7512_RichardBoone_44_m.jpg
2940,ScottGlenn,60,m,2940_ScottGlenn_60_m.jpg
13802,VanessaRedgrave,21,f,13802_VanessaRedgrave_21_f.jpg
14515,AudreyHepburn,22,f,14515_AudreyHepburn_22_f.jpg
9102,LawrenceTierney,34,m,9102_LawrenceTierney_34_m.jpg
9890,LauraDern,40,f,9890_LauraDern_40_f.jpg
788,akistsoxatzopoulos,35,m,788_akistsoxatzopoulos_35_m.jpg
9243,VittorioGassman,38,m,9243_VittorioGassman_38_m.jpg
15164,ConnieBooth,47,f,15164_ConnieBooth_47_f.jpg
12518,AnneBaxter,26,f,12518_AnneBaxter_26_f.jpg
16054,WillSmith ,22,m,16054_WillSmith _22_m.jpg
16093,DannyGlover,58,m,16093_DannyGlover_58_m.jpg
11188,MonicaVitti,33,f,11188_MonicaVitti_33_f.jpg
12672,JamieLeeCurtis,21,f,12672_JamieLeeCurtis_21_f.jpg
10446,BetteMidler,48,f,10446_BetteMidler_48_f.jpg
10707,MaggieSmith,47,f,10707_MaggieSmith_47_f.jpg
1706,EdHarris,47,m,1706_EdHarris_47_m.jpg
4546,ElliottGould,32,m,4546_ElliottGould_32_m.jpg
15489,JeanetteMacDonald,51,f,15489_JeanetteMacDonald_51_f.jpg
1362,BertrandRussell,80,m,1362_BertrandRussell_80_m.jpg
5692,RoyRogers,28,m,5692_RoyRogers_28_m.jpg
3340,JeffBridges,53,m,3340_JeffBridges_53_m.jpg
7317,LinoVentura,48,m,7317_LinoVentura_48_m.jpg
5333,JeanGabin,54,m,5333_JeanGabin_54_m.jpg
5161,BobHope,54,m,5161_BobHope_54_m.jpg
3275,IanMcKellen,61,m,3275_IanMcKellen_61_m.jpg
1605,AlCorley,39,m,1605_AlCorley_39_m.jpg
1376,GiorgosSeferis,30,m,1376_GiorgosSeferis_30_m.jpg
11311,TanyaRoberts,22,f,11311_TanyaRoberts_22_f.jpg
11832,AnjelicaHuston,58,f,11832_AnjelicaHuston_58_f.jpg
8224,RandolphScott,41,m,8224_RandolphScott_41_m.jpg
11592,MargeChampion,22,f,11592_MargeChampion_22_f.jpg
7252,KrisKristofferson,49,m,7252_KrisKristofferson_49_m.jpg
11245,ShirleyJones,24,f,11245_ShirleyJones_24_f.jpg
911,TheodoreRoosevelt,46,m,911_TheodoreRoosevelt_46_m.jpg
12647,IsabelleHuppert,25,f,12647_IsabelleHuppert_25_f.jpg
9886,LauraDern,36,f,9886_LauraDern_36_f.jpg
11645,MaureenOHara,85,f,11645_MaureenOHara_85_f.jpg
9746,DorisDay,34,f,9746_DorisDay_34_f.jpg
14725,MarleneDietrich,41,f,14725_MarleneDietrich_41_f.jpg
13049,GeraldineChaplin,63,f,13049_GeraldineChaplin_63_f.jpg
4740,MichelPiccoli,38,m,4740_MichelPiccoli_38_m.jpg
10956,DaliahLavi,58,f,10956_DaliahLavi_58_f.jpg
10770,OrnellaMuti,34,f,10770_OrnellaMuti_34_f.jpg
3452,LeslieCaron,34,m,3452_LeslieCaron_34_m.jpg
2769,LiamNeeson,60,m,2769_LiamNeeson_60_m.jpg
935,FranklinDRoosevelt,22,m,935_FranklinDRoosevelt_22_m.jpg
7466,PeterMarkRichman,30,m,7466_PeterMarkRichman_30_m.jpg
13748,PatriciaNeal,76,f,13748_PatriciaNeal_76_f.jpg
1147,GalileoGalilei,70,m,1147_GalileoGalilei_70_m.jpg
12893,RuthGordon,66,f,12893_RuthGordon_66_f.jpg
8761,AlecGuinness,46,m,8761_AlecGuinness_46_m.jpg
14301,JoanFontaine,18,f,14301_JoanFontaine_18_f.jpg
13929,BettyGrable,33,f,13929_BettyGrable_33_f.jpg
11775,TildaSwinton,46,f,11775_TildaSwinton_46_f.jpg
9552,RicardoMontalb╨░n,57,m,9552_RicardoMontalb╨░n_57_m.jpg
2641,JeremyKemp,36,m,2641_JeremyKemp_36_m.jpg
3404,JohnLithgow,66,m,3404_JohnLithgow_66_m.jpg
7183,JohnGarfield,38,m,7183_JohnGarfield_38_m.jpg
5579,PatrickStewart,69,m,5579_PatrickStewart_69_m.jpg
3494,MarisaPavan,30,m,3494_MarisaPavan_30_m.jpg
13887,AnnieGirardot,39,f,13887_AnnieGirardot_39_f.jpg
12948,CatherineDeneuve,28,f,12948_CatherineDeneuve_28_f.jpg
1463,RabindranathTagore,76,m,1463_RabindranathTagore_76_m.jpg
9446,EdwardGRobinson,57,m,9446_EdwardGRobinson_57_m.jpg
8577,CliffRobertson,66,m,8577_CliffRobertson_66_m.jpg
2518,DonJohnson,45,m,2518_DonJohnson_45_m.jpg
8118,LeslieNielsen,64,m,8118_LeslieNielsen_64_m.jpg
15696,KathrynGrayson,75,f,15696_KathrynGrayson_75_f.jpg
9458,EdwardGRobinson,70,m,9458_EdwardGRobinson_70_m.jpg
14083,RomySchneider,16,f,14083_RomySchneider_16_f.jpg
1947,JamesBest,34,m,1947_JamesBest_34_m.jpg
8533,CharlieChaplin,55,m,8533_CharlieChaplin_55_m.jpg
809,JosephStalin,66,m,809_JosephStalin_66_m.jpg
11298,SophiaLoren,41,f,11298_SophiaLoren_41_f.jpg
14361,LorettaYoung,23,f,14361_LorettaYoung_23_f.jpg
9804,JaneAsher,25,f,9804_JaneAsher_25_f.jpg
5993,JohnHuston,40,m,5993_JohnHuston_40_m.jpg
14986,AnnJillian,36,f,14986_AnnJillian_36_f.jpg
2913,ScottGlenn,31,m,2913_ScottGlenn_31_m.jpg
9761,TomJones,32,f,9761_TomJones_32_f.jpg
891,AndreasPapantreou,48,m,891_AndreasPapantreou_48_m.jpg
2716,KevinBacon,34,m,2716_KevinBacon_34_m.jpg
9639,AlexandrakisAlekos,25,m,9639_AlexandrakisAlekos_25_m.jpg
10776,OrnellaMuti,40,f,10776_OrnellaMuti_40_f.jpg
337,LarryEllison,58,m,337_LarryEllison_58_m.jpg
8249,ReginaldOwen,52,m,8249_ReginaldOwen_52_m.jpg
11351,VirnaLisi,32,f,11351_VirnaLisi_32_f.jpg
3589,MichaelYork,61,m,3589_MichaelYork_61_m.jpg
2297,SamNeill,37,m,2297_SamNeill_37_m.jpg
16282,campbell,30,f,16282_campbell_30_f.jpg
11152,LizaMinelli,26,f,11152_LizaMinelli_26_f.jpg
14980,AnnJillian,29,f,14980_AnnJillian_29_f.jpg
13034,GeraldineChaplin,40,f,13034_GeraldineChaplin_40_f.jpg
5520,NicolasSarkozy,28,m,5520_NicolasSarkozy_28_m.jpg
13042,GeraldineChaplin,53,f,13042_GeraldineChaplin_53_f.jpg
11456,JuliaRoberts,21,f,11456_JuliaRoberts_21_f.jpg
10452,BetteMidler,62,f,10452_BetteMidler_62_f.jpg
6431,JoanLorring,18,m,6431_JoanLorring_18_m.jpg
2141,MelGibson,29,m,2141_MelGibson_29_m.jpg
3049,BillNighy,52,m,3049_BillNighy_52_m.jpg
3979,BurtReynolds,29,m,3979_BurtReynolds_29_m.jpg
4483,WilliamDafoe,59,m,4483_WilliamDafoe_59_m.jpg
2421,BillMurray,63,m,2421_BillMurray_63_m.jpg
7657,TonyCurtis,37,m,7657_TonyCurtis_37_m.jpg
6440,JoanLorring,39,m,6440_JoanLorring_39_m.jpg
13351,BetteDavis,34,f,13351_BetteDavis_34_f.jpg
13263,ShirleyMacLaine,75,f,13263_ShirleyMacLaine_75_f.jpg
2540,GaryOldman,26,m,2540_GaryOldman_26_m.jpg
9818,JaneAsher,62,f,9818_JaneAsher_62_f.jpg
13989,GloriaSwanson,67,f,13989_GloriaSwanson_67_f.jpg
15210,CydCharisse,83,f,15210_CydCharisse_83_f.jpg
11510,JulieChristie,30,f,11510_JulieChristie_30_f.jpg
3898,TomasMilian,38,m,3898_TomasMilian_38_m.jpg
13419,DanielleDarrieux,38,f,13419_DanielleDarrieux_38_f.jpg
12550,AlikiBoug,27,f,12550_AlikiBoug_27_f.jpg
4913,RomanPolanski,62,m,4913_RomanPolanski_62_m.jpg
14838,SimoneSignoret,25,f,14838_SimoneSignoret_25_f.jpg
3642,OmarSharif,37,m,3642_OmarSharif_37_m.jpg
2001,JamesCaan,47,m,2001_JamesCaan_47_m.jpg
5283,JackNicolson,37,m,5283_JackNicolson_37_m.jpg
6188,DickieMoore,7,m,6188_DickieMoore_7_m.jpg
9643,BoDerek,21,f,9643_BoDerek_21_f.jpg
16097,DannyGlover,70,m,16097_DannyGlover_70_m.jpg
15152,ConnieBooth,35,f,15152_ConnieBooth_35_f.jpg
12381,UrsulaAndress,29,f,12381_UrsulaAndress_29_f.jpg
13606,JessicaTandy,29,f,13606_JessicaTandy_29_f.jpg
9673,MegRyan,26,f,9673_MegRyan_26_f.jpg
13670,LilliPalmer,35,f,13670_LilliPalmer_35_f.jpg
138,PaulmcCartney,36,m,138_PaulmcCartney_36_m.jpg
10079,JaneBirkin,35,f,10079_JaneBirkin_35_f.jpg
753,RonaldReagan,78,m,753_RonaldReagan_78_m.jpg
15800,SarahDouglas,47,f,15800_SarahDouglas_47_f.jpg
8337,RichardCrenna,63,m,8337_RichardCrenna_63_m.jpg
4752,MichelPiccoli,47,m,4752_MichelPiccoli_47_m.jpg
3075,BruceWillis,35,m,3075_BruceWillis_35_m.jpg
15307,EdwigeFenech,35,f,15307_EdwigeFenech_35_f.jpg
8140,LorneGreene,38,m,8140_LorneGreene_38_m.jpg
1139,HeinrichHertz,30,m,1139_HeinrichHertz_30_m.jpg
10156,JoanCusack,43,f,10156_JoanCusack_43_f.jpg
1912,EdwardFox,40,m,1912_EdwardFox_40_m.jpg
10754,OrnellaMuti,18,f,10754_OrnellaMuti_18_f.jpg
6179,DenzelWashington,50,m,6179_DenzelWashington_50_m.jpg
2578,GeneWilder,37,m,2578_GeneWilder_37_m.jpg
16395,Houston,41,f,16395_Houston_41_f.jpg
9244,VittorioGassman,39,m,9244_VittorioGassman_39_m.jpg
737,RonaldReagan,43,m,737_RonaldReagan_43_m.jpg
3059,BillNighy,60,m,3059_BillNighy_60_m.jpg
7393,LyleTalbot,66,m,7393_LyleTalbot_66_m.jpg
1643,AlPacino,50,m,1643_AlPacino_50_m.jpg
10856,SusanGeorge,19,f,10856_SusanGeorge_19_f.jpg
11034,EmmaThompson,38,f,11034_EmmaThompson_38_f.jpg
4589,GordonThomson,42,m,4589_GordonThomson_42_m.jpg
524,AlKapone,35,m,524_AlKapone_35_m.jpg
761,WEBDuBois,36,m,761_WEBDuBois_36_m.jpg
909,TheodoreRoosevelt,14,m,909_TheodoreRoosevelt_14_m.jpg
13788,ThelmaRitter,48,f,13788_ThelmaRitter_48_f.jpg
1838,TomJones,29,m,1838_TomJones_29_m.jpg
13970,DeborahKerr,30,f,13970_DeborahKerr_30_f.jpg
9539,RicardoMontalb╨░n,32,m,9539_RicardoMontalb╨░n_32_m.jpg
9884,LauraDern,34,f,9884_LauraDern_34_f.jpg
16479,SerenaWilliams,25,f,16479_SerenaWilliams_25_f.jpg
10595,KimBasinger,45,f,10595_KimBasinger_45_f.jpg
3266,IanMcKellen,31,m,3266_IanMcKellen_31_m.jpg
4297,KirkDouglas,81,m,4297_KirkDouglas_81_m.jpg
14641,BarbaraStanwyck,30,f,14641_BarbaraStanwyck_30_f.jpg
4623,JamesGarner,52,m,4623_JamesGarner_52_m.jpg
10401,AnnMargret,73,f,10401_AnnMargret_73_f.jpg
15556,JulieHagerty,30,f,15556_JulieHagerty_30_f.jpg
14835,SimoneSignoret,21,f,14835_SimoneSignoret_21_f.jpg
14208,GeraldinePage,45,f,14208_GeraldinePage_45_f.jpg
11480,JulieAndrews,31,f,11480_JulieAndrews_31_f.jpg
9750,TomJones,18,f,9750_TomJones_18_f.jpg
736,RonaldReagan,41,m,736_RonaldReagan_41_m.jpg
5076,AnthonyHopkins,45,m,5076_AnthonyHopkins_45_m.jpg
16194,BillCosby,80,m,16194_BillCosby_80_m.jpg
1566,IanHolm,46,m,1566_IanHolm_46_m.jpg
14219,IngridBergman,29,f,14219_IngridBergman_29_f.jpg
9587,MarcelloMastroianni,46,m,9587_MarcelloMastroianni_46_m.jpg
12598,FrancesDee,29,f,12598_FrancesDee_29_f.jpg
11710,OliviaHussey,40,f,11710_OliviaHussey_40_f.jpg
11755,SusanSarandon,63,f,11755_SusanSarandon_63_f.jpg
4152,GenaRowlands,68,m,4152_GenaRowlands_68_m.jpg
10538,JoanCollins,37,f,10538_JoanCollins_37_f.jpg
3261,IanMcKellen,24,m,3261_IanMcKellen_24_m.jpg
13444,DanielleDarrieux,77,f,13444_DanielleDarrieux_77_f.jpg
15381,JanePowell,27,f,15381_JanePowell_27_f.jpg
10962,DaliahLavi,71,f,10962_DaliahLavi_71_f.jpg
4025,CharlieSheen,26,m,4025_CharlieSheen_26_m.jpg
11138,JuneLockhart,78,f,11138_JuneLockhart_78_f.jpg
1453,RabindranathTagore,63,m,1453_RabindranathTagore_63_m.jpg
324,LarryEllison,45,m,324_LarryEllison_45_m.jpg
15713,MargaretNolan,31,f,15713_MargaretNolan_31_f.jpg
9279,BurtLancaster,39,m,9279_BurtLancaster_39_m.jpg
12757,KathleenTurner,30,f,12757_KathleenTurner_30_f.jpg
6910,YvesMontand,70,m,6910_YvesMontand_70_m.jpg
1907,EdwardFox,33,m,1907_EdwardFox_33_m.jpg
15730,MaryTamm,21,f,15730_MaryTamm_21_f.jpg
9913,AliMacGraw,26,f,9913_AliMacGraw_26_f.jpg
12504,AnneBaxter,35,f,12504_AnneBaxter_35_f.jpg
3556,MichaelYork,13,m,3556_MichaelYork_13_m.jpg
6494,JohnnyCash,29,m,6494_JohnnyCash_29_m.jpg
13747,PatriciaNeal,24,f,13747_PatriciaNeal_24_f.jpg
7435,MickeyRooney,76,m,7435_MickeyRooney_76_m.jpg
1013,StephenHawking,67,m,1013_StephenHawking_67_m.jpg
12849,Myl╨ЪneDemongeot,24,f,12849_Myl╨ЪneDemongeot_24_f.jpg
1458,RabindranathTagore,73,m,1458_RabindranathTagore_73_m.jpg
14709,ElizabethTaylor,33,f,14709_ElizabethTaylor_33_f.jpg
991,CarlSagan,50,m,991_CarlSagan_50_m.jpg
7566,RobertRyan,38,m,7566_RobertRyan_38_m.jpg
3690,RingoStarr,30,m,3690_RingoStarr_30_m.jpg
10931,Arletty,76,f,10931_Arletty_76_f.jpg
3029,AlanRickman,63,m,3029_AlanRickman_63_m.jpg
2970,tomselleck,52,m,2970_tomselleck_52_m.jpg
14336,KristinScottThomas,33,f,14336_KristinScottThomas_33_f.jpg
1597,AlCorley,26,m,1597_AlCorley_26_m.jpg
1177,AlbertSchweitzer,25,m,1177_AlbertSchweitzer_25_m.jpg
548,angelamerkel,54,f,548_angelamerkel_54_f.jpg
8799,AnthonyPerkins,41,m,8799_AnthonyPerkins_41_m.jpg
14218,GeraldinePage,40,f,14218_GeraldinePage_40_f.jpg
2185,NickNolte,35,m,2185_NickNolte_35_m.jpg
11024,EmmaThompson,23,f,11024_EmmaThompson_23_f.jpg
10131,JaneFonda,72,f,10131_JaneFonda_72_f.jpg
16398,Ross,31,f,16398_Ross_31_f.jpg
3057,BillNighy,59,m,3057_BillNighy_59_m.jpg
2720,KevinBacon,37,m,2720_KevinBacon_37_m.jpg
3605,MikeConnors,43,m,3605_MikeConnors_43_m.jpg
2105,MelBrooks,52,m,2105_MelBrooks_52_m.jpg
15347,ErinGray,38,f,15347_ErinGray_38_f.jpg
6103,CaryGrant,36,m,6103_CaryGrant_36_m.jpg
15601,KateOMara,45,f,15601_KateOMara_45_f.jpg
4398,RobertDuvall,77,m,4398_RobertDuvall_77_m.jpg
3336,JeffBridges,46,m,3336_JeffBridges_46_m.jpg
8471,WilliamHolden,35,m,8471_WilliamHolden_35_m.jpg
14961,AmandaBlake,37,f,14961_AmandaBlake_37_f.jpg
11986,AngelaLansbury,82,f,11986_AngelaLansbury_82_f.jpg
6052,RafVallone,67,m,6052_RafVallone_67_m.jpg
11831,AnjelicaHuston,57,f,11831_AnjelicaHuston_57_f.jpg
13467,GingerRogers,44,f,13467_GingerRogers_44_f.jpg
16319,Davis,51,f,16319_Davis_51_f.jpg
11886,BeaArthur,33,f,11886_BeaArthur_33_f.jpg
14110,RomySchneider,44,f,14110_RomySchneider_44_f.jpg
16011,WillSmith ,43,m,16011_WillSmith _43_m.jpg
332,LarryEllison,52,m,332_LarryEllison_52_m.jpg
895,AndreasPapantreou,63,m,895_AndreasPapantreou_63_m.jpg
6171,DenzelWashington,38,m,6171_DenzelWashington_38_m.jpg
13641,JuneAllyson,28,f,13641_JuneAllyson_28_f.jpg
14462,PeggyAshcroft,55,f,14462_PeggyAshcroft_55_f.jpg
13221,RoyScheider,46,f,13221_RoyScheider_46_f.jpg
13880,AnnieGirardot,30,f,13880_AnnieGirardot_30_f.jpg
1964,JamesBest,74,m,1964_JamesBest_74_m.jpg
2923,ScottGlenn,42,m,2923_ScottGlenn_42_m.jpg
13045,GeraldineChaplin,56,f,13045_GeraldineChaplin_56_f.jpg
6928,BorisKarloff,79,m,6928_BorisKarloff_79_m.jpg
14444,PeggyAshcroft,22,f,14444_PeggyAshcroft_22_f.jpg
1461,RabindranathTagore,19,m,1461_RabindranathTagore_19_m.jpg
13072,GraceKelly,18,f,13072_GraceKelly_18_f.jpg
8895,ChristopherEccleston,39,m,8895_ChristopherEccleston_39_m.jpg
4651,JeffGoldblum,34,m,4651_JeffGoldblum_34_m.jpg
15270,DyanCannon,55,f,15270_DyanCannon_55_f.jpg
11563,LaurenBacall,64,f,11563_LaurenBacall_64_f.jpg
3163,DerekJacobi,33,m,3163_DerekJacobi_33_m.jpg
13958,DeborahKerr,24,f,13958_DeborahKerr_24_f.jpg
10308,TerryMoore,20,f,10308_TerryMoore_20_f.jpg
2434,ChevyChase,44,m,2434_ChevyChase_44_m.jpg
6656,OrsonWelles,32,m,6656_OrsonWelles_32_m.jpg
16347,Dee,63,f,16347_Dee_63_f.jpg
7737,VincentPrice,71,m,7737_VincentPrice_71_m.jpg
8242,ReginaldOwen,46,m,8242_ReginaldOwen_46_m.jpg
6865,ThomasTerry,58,m,6865_ThomasTerry_58_m.jpg
15729,MaryTamm,19,f,15729_MaryTamm_19_f.jpg
11373,ZsaZsaGabor,44,f,11373_ZsaZsaGabor_44_f.jpg
13715,NormaShearer,31,f,13715_NormaShearer_31_f.jpg
15228,DebraPaget,27,f,15228_DebraPaget_27_f.jpg
11111,JodieFoster,48,f,11111_JodieFoster_48_f.jpg
514,AlKapone,30,m,514_AlKapone_30_m.jpg
7580,RobertRyan,62,m,7580_RobertRyan_62_m.jpg
14101,RomySchneider,35,f,14101_RomySchneider_35_f.jpg
3224,EliWallach,52,m,3224_EliWallach_52_m.jpg
12105,EvaMarieSaint,48,f,12105_EvaMarieSaint_48_f.jpg
6747,RockHudson,29,m,6747_RockHudson_29_m.jpg
14946,AmandaBlake,26,f,14946_AmandaBlake_26_f.jpg
12354,MyrnaLoy,36,f,12354_MyrnaLoy_36_f.jpg
14074,JudyHolliday,42,f,14074_JudyHolliday_42_f.jpg
833,HarrySTruman,75,m,833_HarrySTruman_75_m.jpg
13164,JaneWyman,23,f,13164_JaneWyman_23_f.jpg
5270,JackNicolson,36,m,5270_JackNicolson_36_m.jpg
2800,PeterFonda,62,m,2800_PeterFonda_62_m.jpg
3145,DannyDeVito,48,m,3145_DannyDeVito_48_m.jpg
13861,AnneBancroft,23,f,13861_AnneBancroft_23_f.jpg
3363,JeffDaniels,41,m,3363_JeffDaniels_41_m.jpg
8978,FredMacMurray,74,m,8978_FredMacMurray_74_m.jpg
11026,EmmaThompson,27,f,11026_EmmaThompson_27_f.jpg
14869,BernadetteLafont,31,f,14869_BernadetteLafont_31_f.jpg
3305,JackColeman,44,m,3305_JackColeman_44_m.jpg
15438,JanetEllis,34,f,15438_JanetEllis_34_f.jpg
15263,DyanCannon,43,f,15263_DyanCannon_43_f.jpg
2767,LiamNeeson,57,m,2767_LiamNeeson_57_m.jpg
13381,CelesteHolm,66,f,13381_CelesteHolm_66_f.jpg
12704,JanetLeigh,24,f,12704_JanetLeigh_24_f.jpg
6817,RoyScheider,75,m,6817_RoyScheider_75_m.jpg
10321,TerryMoore,47,f,10321_TerryMoore_47_f.jpg
14319,JoanFontaine,30,f,14319_JoanFontaine_30_f.jpg
347,Onasis,30,m,347_Onasis_30_m.jpg
3205,EliWallach,53,m,3205_EliWallach_53_m.jpg
9362,GregoryPeck,42,m,9362_GregoryPeck_42_m.jpg
12124,EvaMarieSaint,85,f,12124_EvaMarieSaint_85_f.jpg
8338,RichardCrenna,64,m,8338_RichardCrenna_64_m.jpg
1946,JamesBest,33,m,1946_JamesBest_33_m.jpg
7083,Garycooper,34,m,7083_Garycooper_34_m.jpg
9542,RicardoMontalb╨░n,41,m,9542_RicardoMontalb╨░n_41_m.jpg
4787,PierceBrosnan,31,m,4787_PierceBrosnan_31_m.jpg
14092,RomySchneider,25,f,14092_RomySchneider_25_f.jpg
3627,MikeConnors,78,m,3627_MikeConnors_78_m.jpg
2249,RayLiotta,58,m,2249_RayLiotta_58_m.jpg
9226,RobertMitchum,57,m,9226_RobertMitchum_57_m.jpg
8076,JohnForsythe,53,m,8076_JohnForsythe_53_m.jpg
2670,JerryLewis,87,m,2670_JerryLewis_87_m.jpg
9093,LawrenceTierney,62,m,9093_LawrenceTierney_62_m.jpg
11732,SusanSarandon,38,f,11732_SusanSarandon_38_f.jpg
8641,JamesStewart,31,m,8641_JamesStewart_31_m.jpg
5626,PeterFalk,80,m,5626_PeterFalk_80_m.jpg
5461,MartinScorsese,60,m,5461_MartinScorsese_60_m.jpg
7547,RobertMorley,82,m,7547_RobertMorley_82_m.jpg
10253,LivUllmann,38,f,10253_LivUllmann_38_f.jpg
7905,GeorgePeppard,28,m,7905_GeorgePeppard_28_m.jpg
14365,LorettaYoung,27,f,14365_LorettaYoung_27_f.jpg
6821,StevenSpielberg,29,m,6821_StevenSpielberg_29_m.jpg
15898,VeraEllen,21,f,15898_VeraEllen_21_f.jpg
16375,Houston,46,f,16375_Houston_46_f.jpg
6256,DirkBogarde,56,m,6256_DirkBogarde_56_m.jpg
3472,LeslieCaron,72,m,3472_LeslieCaron_72_m.jpg
3269,IanMcKellen,38,m,3269_IanMcKellen_38_m.jpg
15372,JanePowell,17,f,15372_JanePowell_17_f.jpg
4777,MichelPiccoli,81,m,4777_MichelPiccoli_81_m.jpg
14850,SimoneSignoret,50,f,14850_SimoneSignoret_50_f.jpg
7588,SylvesterStallone,31,m,7588_SylvesterStallone_31_m.jpg
2258,RodTaylor,30,m,2258_RodTaylor_30_m.jpg
3173,DerekJacobi,52,m,3173_DerekJacobi_52_m.jpg
14874,BernadetteLafont,36,f,14874_BernadetteLafont_36_f.jpg
11681,MireilleDarc,56,f,11681_MireilleDarc_56_f.jpg
4104,DickVanDyke,51,m,4104_DickVanDyke_51_m.jpg
5124,ArmandAssante,34,m,5124_ArmandAssante_34_m.jpg
4649,JeffGoldblum,31,m,4649_JeffGoldblum_31_m.jpg
6329,FernandoRey,75,m,6329_FernandoRey_75_m.jpg
2390,BillMurray,30,m,2390_BillMurray_30_m.jpg
6472,JohnnyCash,10,m,6472_JohnnyCash_10_m.jpg
8668,JohnCassavetes,36,m,8668_JohnCassavetes_36_m.jpg
10517,FayeDunaway,49,f,10517_FayeDunaway_49_f.jpg
1783,TomHanks,47,m,1783_TomHanks_47_m.jpg
6895,YvesMontand,53,m,6895_YvesMontand_53_m.jpg
3441,KevinSpacey,54,m,3441_KevinSpacey_54_m.jpg
6104,CaryGrant,37,m,6104_CaryGrant_37_m.jpg
